ticker,timestamp,rvol_15m,momentum_1h,rsi_14,decayed_sentiment,rag_historical_win_rate,sector_beta,excess_momentum,target_class,cat_EARNINGS,cat_FDA_APPROVAL,cat_CONTRACT_WIN,cat_MANAGEMENT_CHANGE,cat_OFFERING_DILUTION,cat_RUMOR,cat_OTHER
LCID,2026-07-13 12:15:00-04:00,0.9637096717545992,-0.003227534852128122,37.61425613777205,0.17550957927945343,0.5288463431108978,2.531594356773563,0.0056271887279815865,0,1,0,0,0,0,0,0
GME,2026-07-13 12:15:00-04:00,0.570255612454355,-0.004930466411299128,63.80984258744206,-0.578247883152522,0.41366946399309645,-0.03871322295164173,-0.0050658731312638655,0,0,1,0,0,0,0,0
PLTR,2026-07-13 12:15:00-04:00,0.43539665832279295,-0.0036151160723140174,57.32513333924403,-0.12185689687319923,0.4881059743905391,0.03680770369837632,-0.0034863742614485984,0,0,0,0,0,1,0,0
XPEV,2026-07-13 12:15:00-04:00,0.9855907554643342,-0.005813938874649538,16.733959643586132,0.32056689494059865,0.7415728805369457,0.465651662948567,-0.004185235307272778,0,0,0,0,0,0,1,0
TLRY,2026-07-13 12:15:00-04:00,0.5400120408948558,-0.010135152187839447,23.2756017250817,-0.5852645978686837,0.6371294452723668,0.6908986821557885,-0.0077186051466505805,0,1,0,0,0,0,0,0
COIN,2026-07-13 12:15:00-04:00,0.7092047342683224,-0.013259707046665348,33.63752606177789,-0.830567924131278,0.7987132678503859,1.180207522978685,-0.009131711044785745,0,1,0,0,0,0,0,0
HOOD,2026-07-13 12:15:00-04:00,0.4823885187464589,-0.008873879372536586,37.759769297906345,-0.5403411628153416,0.5822892741939862,1.3283798440079713,-0.004227623033479688,0,1,0,0,0,0,0,0
MSTR,2026-07-13 12:15:00-04:00,0.49394817814366254,-0.021850909406497476,38.03821291241237,-0.09595724994451738,0.6623423778241448,0.9515219617903551,-0.018522783820534607,0,1,0,0,0,0,0,0
RIOT,2026-07-13 12:15:00-04:00,1.0695119269108915,-0.024523108495492663,10.610801478504058,0.39614937259833893,0.6016966282347056,2.2824256922819153,-0.016539898806617298,0,0,0,0,1,0,0,0
FUBO,2026-07-13 12:15:00-04:00,0.47996134623177716,-0.02799227523778114,50.7156017728088,-0.7547221718114379,0.605525405265804,1.085226461462807,-0.02419649321908499,0,0,0,0,0,1,0,0
CHPT,2026-07-13 12:15:00-04:00,0.6218288200435077,-0.01545968925736707,47.90741736970168,-0.016598065533526052,0.565155379123127,2.5585271288915443,-0.006510763281951524,0,0,0,1,0,0,0,0
AMC,2026-07-13 13:15:00-04:00,0.8991925106355273,0.004092798106494655,39.440889887183175,-0.1482669258622864,0.5824325753795363,1.5816693039335197,0.004470131318834738,0,0,0,0,0,1,0,0
PTON,2026-07-13 13:15:00-04:00,0.7666410796124236,-0.0024793955123713074,38.527166294971614,-0.7899517648235133,0.3894534118205563,1.0715504237411495,-0.002223759544366443,0,0,0,0,1,0,0,0
AFRM,2026-07-13 13:15:00-04:00,0.49195032545082695,0.0005455976935777596,45.7250215205932,-0.7728272055298078,0.6404451703983327,2.0522024123265,0.0010351843136692206,0,0,0,0,0,0,0,1
RIVN,2026-07-13 13:15:00-04:00,0.4548916954016004,0.0005797808667227233,39.01240550288282,0.394030854870578,0.779429675386754,1.822067008178784,0.0010144649031297943,0,0,1,0,0,0,0,0
MSTR,2026-07-13 13:15:00-04:00,0.3928576766081625,0.0024091241944625974,44.46376465722612,0.1584296658027622,0.5397305308084694,0.9515219617903551,0.002636125399810377,0,0,0,0,0,0,1,0
FUBO,2026-07-13 13:15:00-04:00,0.3077684168990527,0.0,49.06846558502963,0.29146857869123166,0.3407900798811823,1.085226461462807,0.0002588986116135904,0,1,0,0,0,0,0,0
BBY,2026-07-13 13:15:00-04:00,0.4481677531699309,0.003350927780459312,47.38205083319836,-0.662558232354584,0.766434595119708,0.43935161398883327,0.003455742330151157,0,0,0,0,0,0,0,1
CHPT,2026-07-13 13:15:00-04:00,1.1779495455703728,-0.009917424417371978,36.81765183036471,0.3132022187429795,0.7898789465697156,2.5585271288915443,-0.009307045713048034,0,0,0,0,0,1,0,0
SIRI,2026-07-13 13:15:00-04:00,0.46066644470201246,-0.006873470887752586,42.204424752493466,0.9450107903873359,0.3789545806988476,0.3055926595361118,-0.006800566735409527,0,0,1,0,0,0,0,0
CLOV,2026-07-13 13:15:00-04:00,0.3708140457446437,-0.004410139272204572,55.1609324941201,0.4656460474870405,0.32865516747878143,0.9180954094783167,-0.004191112520385091,0,0,0,1,0,0,0,0
PLTR,2026-07-13 13:15:00-04:00,0.5764578977941656,-0.0017368446532924908,48.54280522360032,0.5175618129853039,0.39337201233580915,0.03680770369837632,-0.0017280635705207447,0,0,0,0,0,1,0,0
HOOD,2026-07-13 13:15:00-04:00,0.3412443566596628,-0.004044900216270797,36.299765373830795,-0.14208665414399824,0.4939742038677679,1.3283798440079713,-0.003727993368233229,0,0,0,1,0,0,0,0
MARA,2026-07-13 13:15:00-04:00,1.0341209191588825,-0.006625252585484187,24.189402128281472,-0.9443523110080574,0.3642383853536488,2.8668261781805215,-0.005941324075053307,0,0,1,0,0,0,0,0
LI,2026-07-13 13:15:00-04:00,0.6890905556395548,0.0061906570930305715,48.37590518707297,0.2009269443810957,0.31832170427233564,0.4085409671345793,0.0062881212564419985,0,1,0,0,0,0,0,0
CVNA,2026-07-13 13:15:00-04:00,1.3919985404647846,-0.009358708307694252,20.47962653063601,-0.029191398341349206,0.38850467394428184,0.9903479173662751,-0.009122444532412795,0,0,0,0,0,0,0,1
LCID,2026-07-13 13:15:00-04:00,0.5997371589164943,-0.00040022677782569627,40.69466109501061,0.9036544255860628,0.7807302311205792,2.531594356773563,0.0002037266709816692,0,0,0,0,0,0,1,0
XPEV,2026-07-13 13:15:00-04:00,1.103863371025044,0.006237810908056307,54.032031708352,0.6094380750852997,0.4479677978754313,0.465651662948567,0.006348899766754465,0,0,1,0,0,0,0,0
NOK,2026-07-13 13:15:00-04:00,0.19138554134756247,-0.0021222087518645294,34.90225891791981,0.23121269303793168,0.336426637753432,2.5615877381723067,-0.0015110998888855772,0,1,0,0,0,0,0,0
BB,2026-07-13 13:15:00-04:00,0.27086442720419535,-0.0022232504820042243,44.820961918375765,-0.1550019383980754,0.4711624951741683,1.739057807088343,-0.0018083696550438711,0,0,1,0,0,0,0,0
UPST,2026-07-13 13:15:00-04:00,0.6005547745719783,-0.007813404730385387,11.247056723331283,0.26453202538155307,0.5432521390866896,2.252788137880165,-0.007275965088183362,0,0,0,1,0,0,0,0
RIOT,2026-07-13 13:15:00-04:00,0.8049916530102768,-0.007364167284448109,12.175517060896567,0.08665486768404551,0.6706390770089875,2.2824256922819153,-0.0068196571164538065,0,0,0,0,0,1,0,0
COIN,2026-07-13 13:15:00-04:00,0.39021992072885453,-0.0017917055845949603,35.425287299779825,-0.21951582730238117,0.650289289447266,1.180207522978685,-0.0015101476794336438,0,0,0,1,0,0,0,0
NIO,2026-07-13 13:15:00-04:00,0.24706841049008169,0.0011969540310834414,49.00195093562726,0.5327965357438134,0.7782978411679586,0.6051034573948112,0.0013413114076912076,0,0,0,0,0,0,1,0
SOFI,2026-07-13 13:15:00-04:00,0.7574492361182802,-0.0021996640866858153,27.304945812322273,-0.7403086821141258,0.5386215383144237,1.4335418243536442,-0.0018576691195571118,0,0,0,0,0,1,0,0
GME,2026-07-13 13:15:00-04:00,1.0633453332454719,-0.004729794863802428,43.29934242329296,-0.1865273316521141,0.39348249534789187,-0.03871322295164173,-0.004739030539515456,0,0,0,0,0,1,0,0
SNAP,2026-07-13 13:15:00-04:00,0.9144661685339728,-0.002172891814109623,49.547880174269366,-0.04607566878912239,0.7810222413365258,1.041048571393518,-0.001924532564379579,0,0,0,0,0,0,0,1
SNDL,2026-07-13 13:15:00-04:00,0.06388701173800425,0.0004528153454468331,58.230011783855446,0.8073355377005678,0.6475521209593478,-0.1015923973300075,0.0004285788090618082,0,0,0,0,0,0,1,0
TLRY,2026-07-13 13:15:00-04:00,0.33642677274506005,-0.004550621390969289,27.79769200655261,0.44694268128068737,0.4853210511674507,0.6908986821557885,-0.004385796153170825,0,0,0,0,1,0,0,0
DKNG,2026-07-13 13:15:00-04:00,1.8377032550341659,-0.03057653010533179,21.36735035649771,0.7415597597737975,0.4925793732751478,0.09331002531702351,-0.030554269464938222,0,0,1,0,0,0,0,0
AMC,2026-07-13 14:00:00-04:00,0.5802704478314905,0.01634875791068935,61.631716865546984,0.09793597064054138,0.3972223575859571,1.5816693039335197,0.019471960124476807,0,0,1,0,0,0,0,0
AFRM,2026-07-13 14:00:00-04:00,0.5142208844257996,-0.004323077553089361,42.66375967000102,-0.2986781429874559,0.45277197972837835,2.0522024123265,-0.00027074935693724867,0,0,0,0,0,0,0,1
DKNG,2026-07-13 14:00:00-04:00,0.926702866116536,-0.009932510742776457,31.387495631787075,0.0010674957255925044,0.6924806355334682,0.09331002531702351,-0.009748258524620657,0,0,0,1,0,0,0,0
RIVN,2026-07-13 14:00:00-04:00,0.3119302845950744,-0.005206835602105331,33.32858570541612,0.511568620622467,0.6852395153027176,1.822067008178784,-0.0016089383049518306,0,0,1,0,0,0,0,0
BBY,2026-07-13 14:00:00-04:00,0.88221117799533,-0.0009096425440678901,47.643196973590165,0.7840000399451814,0.44950079894176737,0.43935161398883327,-4.208828981987819e-05,0,0,0,0,1,0,0,0
SNAP,2026-07-13 14:00:00-04:00,0.45139618356000355,-0.007360740989883818,46.880896581764,0.7407703619121055,0.5362743318004963,1.041048571393518,-0.005305061465250919,0,0,0,1,0,0,0,0
XPEV,2026-07-13 14:00:00-04:00,1.4472142138903552,0.0019409641543592926,53.99736756926838,-0.7979039033791457,0.5107116814280359,0.465651662948567,0.002860451117252203,1,0,0,0,0,0,0,1
BB,2026-07-13 14:00:00-04:00,0.46127985850550823,-0.005583942911253081,47.03680585933603,-0.5987777692910796,0.40341100427931154,1.739057807088343,-0.0021499575772170564,1,0,0,0,0,0,1,0
SIRI,2026-07-13 14:00:00-04:00,0.7721355645535394,-0.007544099707248009,30.67328585315775,0.07744926390028817,0.4383044943213039,0.3055926595361118,-0.006940669098582357,0,0,0,0,0,1,0,0
CHPT,2026-07-13 14:00:00-04:00,2.2756104223849727,-0.010912361421452577,33.41549397249989,-0.1164799000055059,0.6095196274924422,2.5585271288915443,-0.005860232273395716,1,0,0,1,0,0,0,0
NIO,2026-07-13 14:00:00-04:00,0.6842686283527767,0.0,53.64828532804964,0.9640629369215683,0.7106027901940056,0.6051034573948112,0.0011948518271208439,1,0,1,0,0,0,0,0
SOFI,2026-07-13 14:00:00-04:00,1.036505661631979,-0.006553737596113551,36.83186784129312,0.641299878316195,0.33467375152592715,1.4335418243536442,-0.0037230314628886258,0,0,0,0,0,1,0,0
HOOD,2026-07-13 14:00:00-04:00,0.5506355500615366,-0.002134525707306767,46.17286601992436,0.4848352594802898,0.5171487314082771,1.3283798440079713,0.000488525052569847,0,1,0,0,0,0,0,0
TLRY,2026-07-13 14:00:00-04:00,1.2592985223249018,0.013651864172907757,62.11940015630232,-0.866971547142884,0.7848392707146676,0.6908986821557885,0.015016129312431823,0,0,0,0,0,1,0,0
FUBO,2026-07-13 14:00:00-04:00,0.6442823902559502,-0.018774662305522716,33.391329694350404,0.4261152236785313,0.7974590841245595,1.085226461462807,-0.016631748057599857,0,1,0,0,0,0,0,0
PTON,2026-07-13 14:00:00-04:00,1.1789274582626614,-0.0033167463069042613,36.118930041058434,0.539512991464109,0.6057719736735443,1.0715504237411495,-0.0012008370916907671,0,1,0,0,0,0,0,0
COIN,2026-07-13 14:00:00-04:00,0.6240268152470398,-0.009189549900769145,39.450760398665764,-0.09991526642876902,0.6385557562862493,1.180207522978685,-0.006859083766458574,1,0,1,0,0,0,0,0
MSTR,2026-07-13 14:00:00-04:00,1.0170565027673513,-0.0053237490101639695,46.75473709032381,0.798201158889998,0.5663735158394883,0.9515219617903551,-0.003444850880105847,1,0,0,0,0,1,0,0
GME,2026-07-13 14:00:00-04:00,0.3986886203782503,-0.001369064721789215,44.54897182623055,0.907201743582464,0.38236000947148885,-0.03871322295164173,-0.001445508782077115,0,0,0,0,0,1,0,0
LI,2026-07-13 14:00:00-04:00,0.5350457273894419,-0.002462099763017589,39.66497472803239,0.7079957573291964,0.5642258254261372,0.4085409671345793,-0.001655384952403032,1,0,0,0,1,0,0,0
CVNA,2026-07-13 14:00:00-04:00,0.9541328858651724,-0.001933188879066683,31.809518046439592,-0.8312219005249222,0.6730400036316184,0.9903479173662751,2.2375915828113692e-05,1,0,1,0,0,0,0,0
NOK,2026-07-13 14:00:00-04:00,0.5284310929767099,-0.0035255016362034652,30.221049041983093,0.39622261431563444,0.7665199618092081,2.5615877381723067,0.0015326710644831664,0,0,1,0,0,0,0,0
RIOT,2026-07-13 14:00:00-04:00,1.0338287667825328,0.003808981897237329,47.88605580052051,0.8860059287581941,0.5016861693097524,2.2824256922819153,0.00831591451406952,1,0,0,0,0,1,0,0
CLOV,2026-07-13 14:00:00-04:00,1.5023875419273343,0.004429674754803825,67.71987223531602,0.9432424006554334,0.5202670016323949,0.9180954094783167,0.006242568011453448,1,0,0,0,0,1,0,0
LCID,2026-07-13 14:00:00-04:00,1.2917959023304975,0.009066217941130272,66.98979217642636,0.8355958538060413,0.5538648991335124,2.531594356773563,0.01406516499019013,0,1,0,0,0,0,0,0
MARA,2026-07-13 14:00:00-04:00,1.1573973170951395,-0.0037205519057834646,41.371615860600556,0.7406848210903656,0.6887795143342519,2.8668261781805215,0.0019403519531774232,1,0,0,1,0,0,0,0
PLTR,2026-07-13 14:00:00-04:00,0.9851204142411882,-0.004993039891338813,54.20198210466602,-0.07089668794530035,0.31192002348276293,0.03680770369837632,-0.004920358515156505,0,0,0,1,0,0,0,0
SNDL,2026-07-13 14:00:00-04:00,0.9385673379511339,-0.003773581171086837,47.71148791627887,-0.4397767383010216,0.775902033305303,-0.1015923973300075,-0.003974187960038209,0,0,0,1,0,0,0,0
UPST,2026-07-13 14:00:00-04:00,0.6159928140260558,-0.007228144074235776,17.53770117297664,0.7152046366816587,0.5822437033529704,2.252788137880165,-0.002779734484491858,0,0,0,0,0,0,1,0
BBY,2026-07-13 14:15:00-04:00,1.2150261862381493,-0.0003643281592310421,44.46020091970296,-0.0839512474947397,0.6723427593887044,0.43935161398883327,0.00026466350448435983,0,0,0,0,0,0,0,1
DKNG,2026-07-13 14:15:00-04:00,0.33389806439689995,0.0019000279705803091,30.051877364047115,0.05534297219472073,0.30866730609640103,0.09331002531702351,0.00203361397822605,0,1,0,0,0,0,0,0
HOOD,2026-07-13 14:15:00-04:00,0.4807129225060825,-0.0003650717864265296,41.46156915415281,-0.724107159101282,0.752972253532068,1.3283798440079713,0.0015366848511394278,0,0,0,1,0,0,0,0
RIOT,2026-07-13 14:15:00-04:00,0.7801463649736274,0.004604766039220998,39.6863222337669,-0.3706186199204222,0.5546285571490936,2.2824256922819153,0.007872369224881921,1,0,0,0,0,1,0,0
MSTR,2026-07-13 14:15:00-04:00,0.532895335869295,0.0012016671318701988,48.8607885661112,-0.2737117265492588,0.42480752275384337,0.9515219617903551,0.002563900392776053,1,0,0,0,1,0,0,0
NIO,2026-07-13 14:15:00-04:00,0.23145506180742262,0.001013194427333941,49.899669308755655,-0.45007537835336686,0.7930364633912834,0.6051034573948112,0.001879482425985467,1,0,0,1,0,0,0,0
PLTR,2026-07-13 14:15:00-04:00,1.0327940274799485,-0.00011599110207827223,50.14304209842036,-0.2788315945034172,0.7863077588498835,0.03680770369837632,-6.329586197981727e-05,0,0,1,0,0,0,0,0
XPEV,2026-07-13 14:15:00-04:00,0.41137160502749504,-0.003487026518797509,39.11080000002004,0.7610856081326143,0.48599297762732613,0.465651662948567,-0.0028203827536119625,1,0,0,0,1,0,0,0
GME,2026-07-13 14:15:00-04:00,0.42562822040010234,-0.0015840619370807163,36.492631463791476,0.9197463361204836,0.4993958827758483,-0.03871322295164173,-0.0016394851874725024,0,0,0,0,0,1,0,0
SOFI,2026-07-13 14:15:00-04:00,0.7250449791831843,-0.0029522484431097062,32.48341702206872,0.2827039125092221,0.5045940151192629,1.4335418243536442,-0.0008999381103457329,1,0,0,0,0,1,0,0
SNDL,2026-07-13 14:15:00-04:00,2.001805908476021,-0.007920996688920656,39.41678104672044,-0.8992374640945624,0.7069999856338129,-0.1015923973300075,-0.008066440039947158,0,0,0,0,0,0,1,0
LCID,2026-07-13 14:15:00-04:00,0.6933409253430616,0.0027298168580813797,45.86697372709986,-0.6528167355608954,0.46474813016920435,2.531594356773563,0.0063541389172692584,0,0,1,0,0,0,0,0
CVNA,2026-07-13 14:15:00-04:00,0.5888120305950092,-0.0020132763517480834,30.19260073731388,-0.8185015600855434,0.47941662590919315,0.9903479173662751,-0.00059545844834753,1,0,1,0,0,0,0,0
RIVN,2026-07-13 14:15:00-04:00,0.5617813153740139,-0.008397529720870489,25.832249926076216,0.5151764368980014,0.5299986122106568,1.822067008178784,-0.005788992680411484,1,0,0,0,1,0,0,0
COIN,2026-07-13 14:15:00-04:00,0.6170611338838486,-0.006122003018989575,37.69076027189367,0.16643242542289927,0.3168612969626802,1.180207522978685,-0.004432375236202679,1,0,0,0,0,0,0,1
AFRM,2026-07-13 14:15:00-04:00,0.6910131000889267,-0.005937928789417901,33.888843528761114,0.3979568812380905,0.5238294070859202,2.0522024123265,-0.0029999215794505,1,0,0,0,0,0,1,0
NOK,2026-07-13 14:15:00-04:00,0.34382657517562965,-0.005104246621230546,24.23241921014062,0.37521986459094303,0.6488177307980878,2.5615877381723067,-0.001436984952250029,0,0,0,0,0,0,0,1
MARA,2026-07-13 14:15:00-04:00,1.4603126949764704,-0.0008336997896828402,33.86089394472886,0.2632649033558978,0.3720506345757228,2.8668261781805215,0.0032705522717252347,1,0,0,0,0,0,1,0
UPST,2026-07-13 14:15:00-04:00,0.953624256058301,-0.007736054267230341,13.515310671429361,0.621065438230338,0.4452949686218312,2.252788137880165,-0.004510881276561456,1,1,0,0,0,0,0,0
BB,2026-07-13 14:15:00-04:00,0.36481467321312533,-0.0029210583881321694,41.87234222327827,-0.2558490480480302,0.3916058413058715,1.739057807088343,-0.0004313603227335586,1,1,0,0,0,0,0,0
SNAP,2026-07-13 14:15:00-04:00,0.4760369394495711,-0.002114213285731581,46.88089658176399,0.05342530319728889,0.3239485876009007,1.041048571393518,-0.0006238104919774326,0,1,0,0,0,0,0,0
FUBO,2026-07-13 14:15:00-04:00,0.25847049003638606,-0.015392228169665012,31.996696167414214,0.1502452269766974,0.4183463941739095,1.085226461462807,-0.013838578710394291,0,1,0,0,0,0,0,0
SIRI,2026-07-13 14:15:00-04:00,0.48984887783012004,-0.0056392837606528134,27.849654786621343,-0.43424090783693803,0.6861501524584765,0.3055926595361118,-0.005201786254735562,0,0,0,0,0,1,0,0
CLOV,2026-07-13 14:15:00-04:00,0.7870677590926296,-0.0009523013915090361,47.66636830699274,0.4287612771930902,0.5771199935696179,0.9180954094783167,0.00036207720793299735,1,0,0,0,0,0,0,1
TLRY,2026-07-13 14:15:00-04:00,0.44310745547633174,0.01707425798688611,59.79813957562013,0.5987664115771907,0.4336000631415353,0.6908986821557885,0.01806337353286654,0,0,1,0,0,0,0,0
CHPT,2026-07-13 14:15:00-04:00,0.6708489961152111,-0.006677790213931889,32.58808107062825,0.8415885270801804,0.37735224292532915,2.5585271288915443,-0.0030149102239123565,1,0,1,0,0,0,0,0
PTON,2026-07-13 14:15:00-04:00,0.5089978127351997,-0.004970958364490352,34.88022337027485,0.332168848990809,0.3765011046043937,1.0715504237411495,-0.003436888015539682,0,0,0,0,0,1,0,0
LI,2026-07-13 14:15:00-04:00,0.7625848738811575,-0.003281375162423883,38.56008069543403,-0.36560065571043543,0.503483188695855,0.4085409671345793,-0.0026964931352910326,1,0,0,0,0,0,1,0
AMC,2026-07-13 14:15:00-04:00,0.9579718975240329,0.019021720644826434,67.8537368379464,0.18141363186501258,0.7050619389485406,1.5816693039335197,0.021286095635728395,0,1,0,0,0,0,0,0
COIN,2026-07-14 12:45:00-04:00,1.0957056458621979,0.020808393517626644,73.9167668308954,-0.47432383840872294,0.5068403435684332,1.2663470756125834,0.021452971829333367,0,0,0,0,0,0,1,0
BB,2026-07-14 12:45:00-04:00,0.5595110881897886,-0.00044131637021960213,69.94957065720119,0.8381376707920167,0.41555543430683506,1.7866474273044213,0.00046809796372194654,0,1,0,0,0,0,0,0
RIVN,2026-07-14 12:45:00-04:00,0.8253717518553964,-0.006605386107183531,36.18496801837422,0.5884211604049727,0.3116403473855624,1.9299691354418824,-0.00562302015796899,0,1,0,0,0,0,0,0
PLTR,2026-07-14 12:45:00-04:00,0.5231545740193888,0.015103260292416154,65.88225265587229,-0.9449073489390858,0.4848629045947707,0.19187730338859557,0.015200926999004655,0,0,0,0,0,0,1,0
NIO,2026-07-14 12:45:00-04:00,0.6006804874766257,-0.003952565445193956,47.69092835534426,0.516656699076397,0.4888117659492696,0.6399012950909825,-0.003626851820239151,0,0,0,0,0,0,1,0
PTON,2026-07-14 12:45:00-04:00,0.6069052560205953,0.002068417125040023,62.81740443754458,-0.5179695403346385,0.774472135316723,1.1699645712493498,0.002663936159762618,0,0,0,0,0,0,0,1
HOOD,2026-07-14 12:45:00-04:00,0.9692853257038561,0.018028560835112284,69.36189367607592,0.7233406042974946,0.7670335276293743,1.4962079540685551,0.018790139722582096,0,0,0,1,0,0,0,0
SIRI,2026-07-14 12:45:00-04:00,0.4267041292174194,0.002466319083057611,42.35632709104636,-0.1577179769901198,0.3486975454701792,0.2826577473269345,0.0026101935840309605,0,0,0,0,0,0,1,0
TLRY,2026-07-14 12:45:00-04:00,0.5629952343620344,0.0,39.08986782719592,0.752020469383778,0.3301375622665191,0.6636576378948432,0.00033780574695811265,0,0,1,0,0,0,0,0
LCID,2026-07-14 12:45:00-04:00,23.15410209398805,-0.08014564639839405,10.942511185271556,0.18968509485244445,0.5908221074300405,2.4653047654156994,-0.07889079137946847,0,1,0,0,0,0,0,0
CVNA,2026-07-14 12:45:00-04:00,0.7534571397420808,0.011058684803521679,79.85238184354873,0.554619482172404,0.4689553090180761,1.0495969251599684,0.01159293597922318,0,0,0,0,0,1,0,0
BBY,2026-07-14 12:45:00-04:00,0.4187760770604958,0.005714300555661023,71.72509318587538,0.06794360168135483,0.4931615469761759,0.5145370247291784,0.005976203009654607,0,0,0,1,0,0,0,0
SNDL,2026-07-14 12:45:00-04:00,0.05509488311134417,0.003831414124593202,49.85847741399467,-0.3358649828366995,0.6287901259232065,-0.1082362251811304,0.003776321232102403,0,0,0,1,0,0,0,0
GME,2026-07-14 12:45:00-04:00,0.5926088455282017,-0.0004474375262260022,57.007632977351754,0.13847951107745216,0.5881173036683636,-0.060926790651086936,-0.00047844963073659944,0,0,0,0,0,1,0,0
SNAP,2026-07-14 12:45:00-04:00,0.8870663242520304,0.01078742425645296,62.720908038372144,0.5733305726584068,0.43631809446690917,1.0172820967956513,0.011305226989297602,0,0,0,1,0,0,0,0
MARA,2026-07-14 12:45:00-04:00,1.2819052389363514,-0.02905211976708899,18.14139436838252,0.05195692632934401,0.5114967479635113,2.9210452857358886,-0.02756529007011376,1,1,0,0,0,0,0,0
UPST,2026-07-14 12:45:00-04:00,0.5214407305156022,0.008314685803507249,47.920304418845625,-0.820669306042362,0.48081861211435767,2.320774727988522,0.009495974160251655,0,0,0,0,0,0,1,0
AFRM,2026-07-14 12:45:00-04:00,0.27521807990577346,0.014969704367897796,61.699473175672885,0.6467054463216273,0.6657890281134738,2.0884038557830045,0.01603271454689729,0,0,0,0,0,0,0,1
CLOV,2026-07-14 12:45:00-04:00,0.8326714013602489,-0.003125071401394508,68.25016047180496,0.600264020745185,0.7376338026612858,0.8842573270463017,-0.002674979079977738,0,0,0,1,0,0,0,0
